zat_aktif_1,zat_aktif_2,level
fluticasone,sucralfate,unknown
fluticasone,sulfasalazine,unknown
fluticasone,tacrolimus,unknown
fluticasone,timolol,unknown
fluticasone,tobramycin,unknown
fluticasone,topiramate,unknown
fluticasone,tretinoin,unknown
fluticasone,triamcinolone,unknown
fluticasone,trimethoprim,unknown
fluticasone,valsartan,unknown
fluticasone,vilanterol,minor
fluticasone,voriconazole,major
fluticasone,zidovudine,unknown
fluticasone,zonisamide,unknown
folic acid,furosemide,unknown
folic acid,gemfibrozil,unknown
folic acid,hydrochlorothiazide,unknown
folic acid,hydrocortisone,unknown
folic acid,ibuprofen,unknown
folic acid,irbesartan,unknown
folic acid,isoflurane,unknown
folic acid,isoniazid,unknown
folic acid,isosorbide dinitrate,unknown
folic acid,isosorbide mononitrate,unknown
folic acid,ketoprofen,unknown
folic acid,lamivudine,unknown
folic acid,lansoprazole,unknown
folic acid,latanoprost,unknown
folic acid,leflunomide,unknown
folic acid,lenalidomide,unknown
folic acid,lidocaine,unknown
folic acid,linezolid,unknown
folic acid,lovastatin,unknown
folic acid,meloxicam,unknown
folic acid,mesalazine,unknown
folic acid,metformin,unknown
folic acid,methotrexate,moderate
folic acid,methylprednisolone,unknown
folic acid,metronidazole,unknown
folic acid,minoxidil,unknown
folic acid,mupirocin,unknown
folic acid,nifedipine,unknown
folic acid,nystatin,unknown
folic acid,ofloxacin,unknown
folic acid,ondansetron,unknown
folic acid,oxaliplatin,unknown
folic acid,oxcarbazepine,moderate
folic acid,paclitaxel,unknown
folic acid,phenobarbital,moderate
folic acid,piroxicam,unknown
folic acid,potassium chloride,unknown
folic acid,prednisolone,unknown
folic acid,prednisone,unknown
folic acid,pregabalin,unknown
folic acid,promethazine,unknown
folic acid,propofol,unknown
folic acid,pyrazinamide,unknown
folic acid,pyrimethamine,moderate
folic acid,rifampicin,unknown
folic acid,risperidone,unknown
folic acid,ritonavir,unknown
folic acid,simvastatin,unknown
folic acid,sodium bicarbonate,unknown
folic acid,sucralfate,unknown
folic acid,sulfadiazine,moderate
folic acid,sulfamethoxazole,moderate
folic acid,sulfasalazine,minor
folic acid,tacrolimus,unknown
folic acid,timolol,unknown
folic acid,topiramate,unknown
folic acid,tretinoin,unknown
folic acid,triamcinolone,unknown
folic acid,trimethoprim,moderate
folic acid,valsartan,unknown
folic acid,voriconazole,unknown
folic acid,zidovudine,unknown
folic acid,zonisamide,unknown
furosemide,hydrocortisone,moderate
furosemide,ibuprofen,moderate
furosemide,insulin glargine,moderate
furosemide,insulin lispro,moderate
furosemide,iodixanol,moderate
furosemide,iohexol,moderate
furosemide,iopamidol,moderate
furosemide,iopromide,moderate
furosemide,ketoconazole,unknown
furosemide,lansoprazole,moderate
furosemide,leflunomide,unknown
furosemide,lenalidomide,unknown
furosemide,lidocaine,unknown
furosemide,lixisenatide,moderate
furosemide,magnesium hydroxide,moderate
furosemide,mesalazine,unknown
furosemide,metformin,moderate
furosemide,methotrexate,unknown
furosemide,methylprednisolone,moderate
furosemide,metronidazole,unknown
furosemide,minoxidil,unknown
furosemide,mupirocin,unknown
furosemide,nystatin,unknown
furosemide,ondansetron,unknown
furosemide,oxaliplatin,unknown
furosemide,paclitaxel,unknown
furosemide,potassium chloride,unknown
furosemide,prednisolone,moderate
furosemide,prednisone,moderate
furosemide,promethazine,moderate
furosemide,simvastatin,unknown
furosemide,sodium bicarbonate,unknown
furosemide,sucralfate,moderate
furosemide,sulfasalazine,unknown
furosemide,tacrolimus,unknown
furosemide,tretinoin,unknown
furosemide,triamcinolone,moderate
furosemide,vilanterol,moderate
gemfibrozil,ibuprofen,unknown
gemfibrozil,insulin glargine,moderate
gemfibrozil,insulin lispro,moderate
gemfibrozil,lansoprazole,unknown
gemfibrozil,lorlatinib,moderate
gemfibrozil,metformin,unknown
gemfibrozil,methotrexate,moderate
gemfibrozil,ondansetron,unknown
gemfibrozil,paclitaxel,moderate
gemfibrozil,potassium chloride,unknown
gemfibrozil,prednisone,unknown
gemfibrozil,promethazine,unknown
gemfibrozil,simvastatin,major
gemfibrozil,triamcinolone,unknown
golimumab,guselkumab,major
golimumab,hydrocortisone,major
golimumab,ibrutinib,major
golimumab,infliximab,major
golimumab,isoniazid,moderate
golimumab,ixekizumab,major
golimumab,leflunomide,major
golimumab,lenalidomide,major
golimumab,levodopa,moderate
golimumab,levonorgestrel,moderate
golimumab,lidocaine,moderate
golimumab,linezolid,major
golimumab,lovastatin,moderate
golimumab,medroxyprogesterone acetate,moderate
golimumab,methotrexate,major
golimumab,methylprednisolone,major
golimumab,metronidazole,moderate
golimumab,mycophenolate mofetil,major
golimumab,nifedipine,moderate
golimumab,nimodipine,moderate
golimumab,norethisterone,moderate
golimumab,oxaliplatin,major
golimumab,paclitaxel,major
golimumab,palbociclib,major
golimumab,pegaspargase,major
golimumab,phenobarbital,moderate
golimumab,pomalidomide,major
golimumab,prednisolone,major
golimumab,prednisone,major
golimumab,ribociclib,major
golimumab,rituximab,major
golimumab,rivaroxaban,moderate
golimumab,secukinumab,major
golimumab,selinexor,major
golimumab,simvastatin,moderate
golimumab,tacrolimus,major
golimumab,triamcinolone,major
golimumab,trifluridine,major
golimumab,ustekinumab,major
golimumab,vedolizumab,major
golimumab,zanubrutinib,major
golimumab,zidovudine,major
golimumab,zinc sulfate,minor
guselkumab,infliximab,major
guselkumab,leflunomide,major
guselkumab,levonorgestrel,moderate
guselkumab,lidocaine,moderate
guselkumab,lovastatin,moderate
guselkumab,medroxyprogesterone acetate,moderate
guselkumab,nifedipine,moderate
guselkumab,nimodipine,moderate
guselkumab,norethisterone,moderate
guselkumab,phenobarbital,moderate
guselkumab,rivaroxaban,moderate
guselkumab,simvastatin,moderate
guselkumab,tacrolimus,moderate
guselkumab,ustekinumab,moderate
guselkumab,zinc sulfate,minor
halothane,ketoconazole,moderate
halothane,lorlatinib,moderate
halothane,metronidazole,minor
halothane,ondansetron,moderate
halothane,oxaliplatin,moderate
halothane,oxytocin,moderate
halothane,promethazine,moderate
halothane,ribociclib,major
halothane,tacrolimus,moderate
halothane,vilanterol,moderate
hydrochlorothiazide,hydrocortisone,moderate
hydrochlorothiazide,ibuprofen,moderate
hydrochlorothiazide,insulin glargine,moderate
hydrochlorothiazide,insulin lispro,moderate
hydrochlorothiazide,iodixanol,moderate
hydrochlorothiazide,iohexol,moderate
hydrochlorothiazide,iopamidol,moderate
hydrochlorothiazide,iopromide,moderate
hydrochlorothiazide,ketoconazole,unknown
hydrochlorothiazide,lansoprazole,moderate
hydrochlorothiazide,leflunomide,unknown
hydrochlorothiazide,lenalidomide,unknown
hydrochlorothiazide,lidocaine,unknown
hydrochlorothiazide,lixisenatide,moderate
hydrochlorothiazide,magnesium hydroxide,moderate
hydrochlorothiazide,mesalazine,unknown
hydrochlorothiazide,metformin,moderate
hydrochlorothiazide,methotrexate,moderate
hydrochlorothiazide,methylprednisolone,moderate
hydrochlorothiazide,metronidazole,unknown
hydrochlorothiazide,minoxidil,unknown
hydrochlorothiazide,mupirocin,unknown
hydrochlorothiazide,nystatin,unknown
hydrochlorothiazide,ondansetron,unknown
hydrochlorothiazide,oxaliplatin,unknown
hydrochlorothiazide,paclitaxel,unknown
hydrochlorothiazide,potassium chloride,unknown
hydrochlorothiazide,prednisolone,moderate
hydrochlorothiazide,prednisone,moderate
hydrochlorothiazide,promethazine,moderate
hydrochlorothiazide,simvastatin,unknown
hydrochlorothiazide,sodium bicarbonate,unknown
hydrochlorothiazide,sucralfate,unknown
hydrochlorothiazide,sulfasalazine,unknown
hydrochlorothiazide,tacrolimus,unknown
hydrochlorothiazide,tretinoin,unknown
hydrochlorothiazide,triamcinolone,moderate
hydrochlorothiazide,vilanterol,moderate
hydrocortisone,ibuprofen,moderate
hydrocortisone,infliximab,major
hydrocortisone,insulin glargine,moderate
hydrocortisone,insulin lispro,moderate
hydrocortisone,iohexol,major
hydrocortisone,iopamidol,major
hydrocortisone,irbesartan,moderate
hydrocortisone,isoflurane,unknown
hydrocortisone,isoniazid,minor
hydrocortisone,isosorbide dinitrate,unknown
hydrocortisone,isosorbide mononitrate,unknown
hydrocortisone,ketoconazole,moderate
hydrocortisone,ketoprofen,moderate
hydrocortisone,lamivudine,unknown
hydrocortisone,lansoprazole,unknown
hydrocortisone,latanoprost,unknown
hydrocortisone,leflunomide,major
hydrocortisone,lenalidomide,unknown
hydrocortisone,levonorgestrel,unknown
hydrocortisone,lidocaine,unknown
hydrocortisone,linezolid,unknown
hydrocortisone,lixisenatide,moderate
hydrocortisone,lorlatinib,moderate
hydrocortisone,lovastatin,unknown
hydrocortisone,magaldrate,minor
hydrocortisone,magnesium hydroxide,moderate
hydrocortisone,mefenamic acid,moderate
hydrocortisone,meloxicam,moderate
hydrocortisone,mesalazine,unknown
hydrocortisone,metformin,moderate
hydrocortisone,methotrexate,moderate
hydrocortisone,methylprednisolone,unknown
hydrocortisone,metronidazole,unknown
hydrocortisone,minoxidil,moderate
hydrocortisone,mupirocin,unknown
hydrocortisone,netupitant,moderate
hydrocortisone,nifedipine,moderate
hydrocortisone,nystatin,unknown
hydrocortisone,ofloxacin,major
hydrocortisone,ondansetron,unknown
hydrocortisone,oxaliplatin,unknown
hydrocortisone,oxcarbazepine,moderate
hydrocortisone,paclitaxel,unknown
hydrocortisone,paliperidone,moderate
hydrocortisone,pegaspargase,moderate
hydrocortisone,phenobarbital,moderate
hydrocortisone,piperacillin,unknown
hydrocortisone,piroxicam,moderate
hydrocortisone,potassium chloride,unknown
hydrocortisone,prednisolone,unknown
hydrocortisone,prednisone,unknown
hydrocortisone,pregabalin,unknown
hydrocortisone,promethazine,unknown
hydrocortisone,propofol,unknown
hydrocortisone,ribociclib,moderate
hydrocortisone,rifampicin,moderate
hydrocortisone,rifapentine,moderate
hydrocortisone,risperidone,moderate
hydrocortisone,ritonavir,moderate
hydrocortisone,sevoflurane,unknown
hydrocortisone,simvastatin,unknown
hydrocortisone,sodium bicarbonate,minor
hydrocortisone,sucralfate,unknown
hydrocortisone,sulfasalazine,unknown
hydrocortisone,tacrolimus,moderate
hydrocortisone,timolol,moderate
hydrocortisone,tobramycin,unknown
hydrocortisone,topiramate,unknown
hydrocortisone,tretinoin,unknown
hydrocortisone,triamcinolone,unknown
hydrocortisone,trimethoprim,unknown
hydrocortisone,ustekinumab,moderate
hydrocortisone,valsartan,moderate
