zat_aktif_1,zat_aktif_2,level
calcitriol,ketoconazole,unknown
calcitriol,ketoprofen,unknown
calcitriol,lamivudine,unknown
calcitriol,lansoprazole,unknown
calcitriol,latanoprost,unknown
calcitriol,leflunomide,unknown
calcitriol,lenalidomide,unknown
calcitriol,lidocaine,unknown
calcitriol,linezolid,unknown
calcitriol,lovastatin,unknown
calcitriol,magnesium carbonate,moderate
calcitriol,magnesium hydroxide,moderate
calcitriol,meloxicam,unknown
calcitriol,mesalazine,unknown
calcitriol,metformin,unknown
calcitriol,methotrexate,unknown
calcitriol,methylprednisolone,unknown
calcitriol,metronidazole,unknown
calcitriol,minoxidil,unknown
calcitriol,mupirocin,unknown
calcitriol,nifedipine,unknown
calcitriol,nystatin,unknown
calcitriol,ofloxacin,unknown
calcitriol,ondansetron,unknown
calcitriol,oxcarbazepine,moderate
calcitriol,phenobarbital,moderate
calcitriol,potassium chloride,unknown
calcitriol,prednisolone,unknown
calcitriol,prednisone,unknown
calcitriol,pregabalin,unknown
calcitriol,promethazine,unknown
calcitriol,propofol,unknown
calcitriol,rifampicin,moderate
calcitriol,rifapentine,moderate
calcitriol,risperidone,unknown
calcitriol,ritonavir,unknown
calcitriol,simvastatin,unknown
calcitriol,sodium bicarbonate,unknown
calcitriol,sucralfate,moderate
calcitriol,sulfasalazine,unknown
calcitriol,tacrolimus,unknown
calcitriol,timolol,unknown
calcitriol,tobramycin,unknown
calcitriol,topiramate,unknown
calcitriol,tretinoin,unknown
calcitriol,triamcinolone,unknown
calcitriol,valsartan,unknown
calcitriol,voriconazole,unknown
calcitriol,zonisamide,unknown
calcium carbonate,carvedilol,moderate
calcium carbonate,chlordiazepoxide,minor
calcium carbonate,cimetidine,minor
calcium carbonate,ciprofloxacin,moderate
calcium carbonate,dasatinib,moderate
calcium carbonate,deferiprone,moderate
calcium carbonate,dexamethasone,minor
calcium carbonate,digoxin,moderate
calcium carbonate,erythromycin,minor
calcium carbonate,estazolam,minor
calcium carbonate,famotidine,minor
calcium carbonate,ferrous fumarate,moderate
calcium carbonate,ferrous gluconate,moderate
calcium carbonate,hydrochlorothiazide,moderate
calcium carbonate,hydrocortisone,minor
calcium carbonate,ketoconazole,moderate
calcium carbonate,levodopa,minor
calcium carbonate,methylprednisolone,minor
calcium carbonate,mycophenolate mofetil,moderate
calcium carbonate,nifedipine,moderate
calcium carbonate,nimodipine,moderate
calcium carbonate,ofloxacin,moderate
calcium carbonate,prednisolone,minor
calcium carbonate,prednisone,minor
calcium carbonate,pyrimethamine,moderate
calcium carbonate,rifampicin,moderate
calcium carbonate,sucralfate,moderate
calcium carbonate,tacrolimus,minor
calcium carbonate,timolol,moderate
calcium carbonate,triamcinolone,minor
capecitabine,carbamazepine,unknown
capecitabine,carvedilol,unknown
capecitabine,celecoxib,unknown
capecitabine,cetuximab,moderate
capecitabine,chloramphenicol,moderate
capecitabine,ciprofloxacin,minor
capecitabine,cisplatin,moderate
capecitabine,cladribine,major
capecitabine,clozapine,major
capecitabine,cyclophosphamide,unknown
capecitabine,deferiprone,major
capecitabine,dexamethasone,unknown
capecitabine,diclofenac,unknown
capecitabine,digoxin,unknown
capecitabine,docetaxel,unknown
capecitabine,erythromycin,unknown
capecitabine,etanercept,major
capecitabine,exemestane,unknown
capecitabine,famotidine,unknown
capecitabine,fenofibrate,unknown
capecitabine,fluconazole,unknown
capecitabine,fluorouracil,moderate
capecitabine,fluticasone,unknown
capecitabine,folic acid,major
capecitabine,furosemide,unknown
capecitabine,golimumab,major
capecitabine,hydrochlorothiazide,moderate
capecitabine,hydrocortisone,unknown
capecitabine,ibuprofen,unknown
capecitabine,infliximab,major
capecitabine,irbesartan,unknown
capecitabine,isosorbide mononitrate,unknown
capecitabine,lansoprazole,unknown
capecitabine,leflunomide,major
capecitabine,lidocaine,unknown
capecitabine,lovastatin,unknown
capecitabine,magaldrate,minor
capecitabine,magnesium carbonate,minor
capecitabine,magnesium hydroxide,minor
capecitabine,meloxicam,unknown
capecitabine,metformin,unknown
capecitabine,methotrexate,unknown
capecitabine,methylprednisolone,unknown
capecitabine,metronidazole,moderate
capecitabine,nifedipine,unknown
capecitabine,nystatin,unknown
capecitabine,ofloxacin,minor
capecitabine,ondansetron,unknown
capecitabine,oxaliplatin,moderate
capecitabine,oxcarbazepine,unknown
capecitabine,paclitaxel,unknown
capecitabine,potassium chloride,unknown
capecitabine,prednisolone,unknown
capecitabine,prednisone,unknown
capecitabine,pregabalin,unknown
capecitabine,promethazine,unknown
capecitabine,risperidone,unknown
capecitabine,simvastatin,unknown
capecitabine,sucralfate,unknown
capecitabine,tacrolimus,unknown
capecitabine,ustekinumab,moderate
capecitabine,valsartan,unknown
capecitabine,zidovudine,moderate
carbamazepine,celecoxib,unknown
carbamazepine,cholecalciferol,moderate
carbamazepine,cimetidine,moderate
carbamazepine,cisplatin,moderate
carbamazepine,cladribine,major
carbamazepine,clarithromycin,major
carbamazepine,clotrimazole,unknown
carbamazepine,crizotinib,major
carbamazepine,cyanocobalamin,unknown
carbamazepine,cyclophosphamide,moderate
carbamazepine,dasatinib,major
carbamazepine,deferasirox,moderate
carbamazepine,deferiprone,major
carbamazepine,dexamethasone,moderate
carbamazepine,dextromethorphan,moderate
carbamazepine,diclofenac,moderate
carbamazepine,docetaxel,moderate
carbamazepine,empagliflozin,moderate
carbamazepine,enzalutamide,moderate
carbamazepine,epinephrine,unknown
carbamazepine,ergocalciferol,moderate
carbamazepine,erythromycin,major
carbamazepine,etanercept,moderate
carbamazepine,ethinylestradiol,major
carbamazepine,everolimus,major
carbamazepine,exemestane,moderate
carbamazepine,famotidine,unknown
carbamazepine,fluconazole,moderate
carbamazepine,fluorouracil,unknown
carbamazepine,fluticasone,unknown
carbamazepine,folic acid,moderate
carbamazepine,golimumab,moderate
carbamazepine,guselkumab,moderate
carbamazepine,hydrocortisone,moderate
carbamazepine,ibrutinib,major
carbamazepine,ibuprofen,unknown
carbamazepine,infliximab,moderate
carbamazepine,interferon beta-1a,moderate
carbamazepine,iopromide,unknown
carbamazepine,ixekizumab,moderate
carbamazepine,ketoconazole,moderate
carbamazepine,lansoprazole,unknown
carbamazepine,leflunomide,major
carbamazepine,lenalidomide,unknown
carbamazepine,lidocaine,minor
carbamazepine,lorlatinib,major
carbamazepine,medroxyprogesterone acetate,moderate
carbamazepine,mesalazine,unknown
carbamazepine,metformin,unknown
carbamazepine,methotrexate,moderate
carbamazepine,methylprednisolone,moderate
carbamazepine,metronidazole,moderate
carbamazepine,minoxidil,unknown
carbamazepine,nicotinamide,minor
carbamazepine,nystatin,unknown
carbamazepine,ondansetron,moderate
carbamazepine,oxaliplatin,unknown
carbamazepine,paclitaxel,moderate
carbamazepine,palbociclib,major
carbamazepine,pegaspargase,moderate
carbamazepine,pomalidomide,moderate
carbamazepine,potassium chloride,unknown
carbamazepine,prednisolone,moderate
carbamazepine,prednisone,moderate
carbamazepine,promethazine,moderate
carbamazepine,ribociclib,major
carbamazepine,rivaroxaban,major
carbamazepine,secukinumab,moderate
carbamazepine,simvastatin,moderate
carbamazepine,sodium bicarbonate,unknown
carbamazepine,sucralfate,unknown
carbamazepine,sulfasalazine,unknown
carbamazepine,tacrolimus,major
carbamazepine,tretinoin,unknown
carbamazepine,triamcinolone,moderate
carbamazepine,ustekinumab,moderate
carvedilol,celecoxib,moderate
carvedilol,cimetidine,moderate
carvedilol,cisplatin,unknown
carvedilol,clarithromycin,unknown
carvedilol,clotrimazole,unknown
carvedilol,crizotinib,moderate
carvedilol,cyanocobalamin,unknown
carvedilol,cyclophosphamide,unknown
carvedilol,dasatinib,unknown
carvedilol,dexamethasone,moderate
carvedilol,diclofenac,moderate
carvedilol,docetaxel,moderate
carvedilol,empagliflozin,moderate
carvedilol,epinephrine,major
carvedilol,eptifibatide,unknown
carvedilol,erythromycin,unknown
carvedilol,exemestane,unknown
carvedilol,famotidine,unknown
carvedilol,fluconazole,moderate
carvedilol,fluorouracil,unknown
carvedilol,fluticasone,unknown
carvedilol,folic acid,unknown
carvedilol,hydrocortisone,moderate
carvedilol,ibuprofen,moderate
carvedilol,insulin glargine,moderate
carvedilol,insulin lispro,moderate
carvedilol,iodixanol,moderate
carvedilol,iohexol,moderate
carvedilol,iopamidol,moderate
carvedilol,iopromide,moderate
carvedilol,ketoconazole,unknown
carvedilol,lansoprazole,unknown
carvedilol,leflunomide,unknown
carvedilol,lenalidomide,unknown
carvedilol,lidocaine,moderate
carvedilol,lorlatinib,moderate
carvedilol,magaldrate,minor
carvedilol,magnesium carbonate,minor
carvedilol,magnesium hydroxide,minor
carvedilol,mesalazine,unknown
carvedilol,metformin,unknown
carvedilol,methotrexate,unknown
carvedilol,methylprednisolone,moderate
carvedilol,metronidazole,unknown
carvedilol,minoxidil,unknown
carvedilol,mupirocin,unknown
carvedilol,nystatin,unknown
carvedilol,ondansetron,unknown
carvedilol,oxaliplatin,unknown
carvedilol,paclitaxel,moderate
carvedilol,potassium chloride,unknown
carvedilol,prednisolone,moderate
carvedilol,prednisone,moderate
carvedilol,promethazine,moderate
carvedilol,simvastatin,unknown
carvedilol,sodium bicarbonate,unknown
carvedilol,sucralfate,minor
carvedilol,sulfasalazine,unknown
carvedilol,tacrolimus,unknown
carvedilol,triamcinolone,moderate
carvedilol,vilanterol,major
celecoxib,chlordiazepoxide,unknown
celecoxib,cimetidine,moderate
celecoxib,ciprofloxacin,moderate
celecoxib,cisplatin,unknown
celecoxib,clarithromycin,unknown
celecoxib,clotrimazole,unknown
celecoxib,clozapine,moderate
celecoxib,cyanocobalamin,unknown
celecoxib,cyclophosphamide,unknown
celecoxib,dasatinib,unknown
celecoxib,deferasirox,major
celecoxib,dexamethasone,moderate
celecoxib,dextromethorphan,moderate
celecoxib,diclofenac,moderate
celecoxib,digoxin,unknown
celecoxib,docetaxel,unknown
celecoxib,drospirenone,moderate
celecoxib,dutasteride,unknown
celecoxib,efavirenz,moderate
celecoxib,entacapone,unknown
celecoxib,enzalutamide,moderate
celecoxib,epinephrine,unknown
celecoxib,eplerenone,moderate
celecoxib,eptifibatide,moderate
celecoxib,erythromycin,unknown
celecoxib,estazolam,unknown
celecoxib,everolimus,major
celecoxib,exemestane,unknown
celecoxib,famotidine,unknown
celecoxib,fenofibrate,moderate
celecoxib,fluconazole,moderate
celecoxib,fluorouracil,unknown
celecoxib,fluticasone,unknown
celecoxib,folic acid,unknown
celecoxib,furosemide,moderate
celecoxib,gemfibrozil,moderate
celecoxib,hydrochlorothiazide,moderate
celecoxib,hydrocortisone,moderate
celecoxib,ibuprofen,moderate
celecoxib,interferon beta-1a,moderate
celecoxib,iodixanol,major
celecoxib,iohexol,major
celecoxib,iopamidol,major
celecoxib,iopromide,major
celecoxib,irbesartan,moderate
celecoxib,isoniazid,moderate
celecoxib,isosorbide dinitrate,unknown
celecoxib,isosorbide mononitrate,unknown
celecoxib,ketoconazole,unknown
celecoxib,ketoprofen,moderate
celecoxib,lamivudine,unknown
celecoxib,lansoprazole,unknown
celecoxib,latanoprost,unknown
celecoxib,leflunomide,major
celecoxib,lenalidomide,unknown
celecoxib,lidocaine,unknown
celecoxib,linezolid,unknown
celecoxib,lithium carbonate,major
celecoxib,lorlatinib,moderate
celecoxib,lovastatin,unknown
celecoxib,mefenamic acid,moderate
celecoxib,meloxicam,moderate
celecoxib,mesalazine,moderate
celecoxib,metformin,moderate
celecoxib,methotrexate,moderate
celecoxib,methylprednisolone,moderate
celecoxib,metronidazole,moderate
celecoxib,minoxidil,unknown
celecoxib,mupirocin,unknown
celecoxib,nifedipine,unknown
celecoxib,norethisterone,unknown
celecoxib,nystatin,unknown
celecoxib,ofloxacin,moderate
celecoxib,ondansetron,moderate
celecoxib,oxaliplatin,moderate
celecoxib,oxcarbazepine,unknown
celecoxib,paclitaxel,unknown
celecoxib,pegaspargase,moderate
celecoxib,piroxicam,moderate
celecoxib,potassium chloride,unknown
celecoxib,prednisolone,moderate
celecoxib,prednisone,moderate
celecoxib,pregabalin,unknown
celecoxib,promethazine,moderate
celecoxib,propofol,unknown
celecoxib,pyrazinamide,unknown
celecoxib,rifampicin,moderate
celecoxib,rifapentine,moderate
celecoxib,risperidone,moderate
celecoxib,ritonavir,moderate
celecoxib,rivaroxaban,moderate
celecoxib,simvastatin,unknown
celecoxib,sodium bicarbonate,unknown
celecoxib,streptokinase,moderate
celecoxib,sucralfate,unknown
celecoxib,sulfadiazine,moderate
celecoxib,sulfamethoxazole,moderate
celecoxib,sulfasalazine,moderate
celecoxib,tacrolimus,major
celecoxib,tenecteplase,moderate
celecoxib,timolol,moderate
celecoxib,tobramycin,moderate
celecoxib,topiramate,unknown
celecoxib,tretinoin,unknown
celecoxib,triamcinolone,moderate
celecoxib,trimethoprim,unknown
celecoxib,valsartan,moderate
celecoxib,voriconazole,moderate
celecoxib,zidovudine,unknown
celecoxib,zonisamide,unknown
cetuximab,cisplatin,moderate
cetuximab,fluorouracil,moderate
cetuximab,lansoprazole,moderate
cetuximab,oxaliplatin,moderate
chloramphenicol,ciprofloxacin,unknown
chloramphenicol,cisplatin,moderate
chloramphenicol,cladribine,major
chloramphenicol,clarithromycin,unknown
chloramphenicol,clozapine,major
chloramphenicol,crizotinib,moderate
chloramphenicol,cyanocobalamin,moderate
chloramphenicol,cyclophosphamide,minor
chloramphenicol,dasatinib,moderate
chloramphenicol,decitabine,moderate
chloramphenicol,deferiprone,major
chloramphenicol,dexamethasone,unknown
chloramphenicol,diclofenac,unknown
chloramphenicol,digoxin,unknown
chloramphenicol,docetaxel,moderate
chloramphenicol,dutasteride,moderate
chloramphenicol,enzalutamide,moderate
chloramphenicol,erythromycin,unknown
chloramphenicol,etanercept,moderate
chloramphenicol,ethinylestradiol,moderate
chloramphenicol,everolimus,major
chloramphenicol,ferrous fumarate,moderate
chloramphenicol,ferrous gluconate,moderate
chloramphenicol,fluconazole,unknown
chloramphenicol,fluorouracil,moderate
chloramphenicol,fluticasone,moderate
chloramphenicol,folic acid,unknown
chloramphenicol,furosemide,unknown
chloramphenicol,golimumab,moderate
chloramphenicol,hydrocortisone,unknown
chloramphenicol,ibrutinib,moderate
chloramphenicol,ibuprofen,unknown
chloramphenicol,infliximab,moderate
chloramphenicol,isoniazid,moderate
chloramphenicol,lansoprazole,unknown
chloramphenicol,leflunomide,moderate
chloramphenicol,lenalidomide,moderate
chloramphenicol,levodopa,moderate
chloramphenicol,lidocaine,unknown
chloramphenicol,linezolid,moderate
chloramphenicol,lopinavir,minor
chloramphenicol,lorlatinib,moderate
chloramphenicol,lovastatin,moderate
chloramphenicol,mecobalamin,moderate
chloramphenicol,methotrexate,moderate
chloramphenicol,metronidazole,moderate
chloramphenicol,mycophenolate mofetil,moderate
chloramphenicol,nystatin,unknown
chloramphenicol,ofloxacin,unknown
chloramphenicol,ondansetron,unknown
chloramphenicol,oxaliplatin,moderate
chloramphenicol,paclitaxel,moderate
chloramphenicol,palbociclib,moderate
chloramphenicol,phenobarbital,moderate
chloramphenicol,piperacillin,moderate
chloramphenicol,pomalidomide,moderate
chloramphenicol,prednisolone,unknown
chloramphenicol,propofol,unknown
chloramphenicol,ribociclib,moderate
chloramphenicol,rifampicin,moderate
chloramphenicol,rituximab,moderate
chloramphenicol,rivaroxaban,moderate
chloramphenicol,selinexor,moderate
chloramphenicol,simvastatin,moderate
chloramphenicol,tacrolimus,moderate
chloramphenicol,timolol,unknown
chloramphenicol,trifluridine,moderate
chloramphenicol,trimethoprim,unknown
chloramphenicol,ustekinumab,moderate
chloramphenicol,zanubrutinib,moderate
chloramphenicol,zidovudine,moderate
chloramphenicol,zonisamide,moderate
chlordiazepoxide,cimetidine,moderate
chlordiazepoxide,clarithromycin,moderate
chlordiazepoxide,dexamethasone,unknown
chlordiazepoxide,dextromethorphan,moderate
chlordiazepoxide,erythromycin,moderate
chlordiazepoxide,ethinylestradiol,minor
chlordiazepoxide,famotidine,unknown
chlordiazepoxide,folic acid,unknown
chlordiazepoxide,ibuprofen,unknown
chlordiazepoxide,lansoprazole,unknown
chlordiazepoxide,lidocaine,moderate
chlordiazepoxide,magaldrate,minor
chlordiazepoxide,magnesium carbonate,minor
chlordiazepoxide,magnesium hydroxide,minor
chlordiazepoxide,metformin,unknown
chlordiazepoxide,minoxidil,moderate
chlordiazepoxide,potassium chloride,unknown
chlordiazepoxide,prednisone,unknown
chlordiazepoxide,promethazine,moderate
chlordiazepoxide,simvastatin,unknown
chlordiazepoxide,sodium bicarbonate,minor
chlordiazepoxide,sodium citrate,minor
chlordiazepoxide,sucralfate,unknown
chlordiazepoxide,tacrolimus,moderate
chlordiazepoxide,tetracaine,moderate
cholecalciferol,cimetidine,minor
cholecalciferol,digoxin,moderate
cholecalciferol,ergocalciferol,major
cholecalciferol,hydrochlorothiazide,moderate
cholecalciferol,isoniazid,moderate
cholecalciferol,magnesium carbonate,moderate
cholecalciferol,magnesium hydroxide,moderate
cholecalciferol,oxcarbazepine,moderate
cholecalciferol,phenobarbital,moderate
cholecalciferol,rifampicin,moderate
cholecalciferol,rifapentine,moderate
cimetidine,ciprofloxacin,unknown
cimetidine,cisplatin,unknown
cimetidine,clarithromycin,minor
cimetidine,clotrimazole,unknown
cimetidine,clozapine,moderate
cimetidine,cyanocobalamin,minor
cimetidine,cyclophosphamide,unknown
cimetidine,dasatinib,major
cimetidine,dexamethasone,unknown
cimetidine,dextromethorphan,moderate
cimetidine,diclofenac,minor
cimetidine,digoxin,minor
cimetidine,docetaxel,moderate
cimetidine,dutasteride,moderate
cimetidine,ergocalciferol,minor
cimetidine,erythromycin,moderate
cimetidine,estazolam,moderate
cimetidine,ethinylestradiol,minor
cimetidine,everolimus,moderate
cimetidine,famotidine,unknown
cimetidine,fenofibrate,unknown
cimetidine,ferrous fumarate,minor
cimetidine,ferrous gluconate,minor
cimetidine,fluconazole,unknown
cimetidine,fluorouracil,minor
cimetidine,fluticasone,unknown
cimetidine,folic acid,unknown
cimetidine,furosemide,unknown
cimetidine,gemfibrozil,unknown
cimetidine,hydrochlorothiazide,unknown
cimetidine,hydrocortisone,unknown
cimetidine,ibrutinib,moderate
cimetidine,ibuprofen,minor
cimetidine,isoniazid,unknown
cimetidine,isosorbide dinitrate,unknown
cimetidine,isosorbide mononitrate,unknown
cimetidine,ketoconazole,moderate
cimetidine,ketoprofen,minor
cimetidine,lamivudine,unknown
cimetidine,lansoprazole,unknown
cimetidine,latanoprost,unknown
cimetidine,leflunomide,unknown
cimetidine,lidocaine,moderate
cimetidine,lopinavir,minor
cimetidine,lorlatinib,moderate
cimetidine,lovastatin,moderate
cimetidine,magaldrate,minor
cimetidine,magnesium carbonate,minor
cimetidine,magnesium hydroxide,minor
cimetidine,mecobalamin,minor
cimetidine,mefenamic acid,minor
cimetidine,meloxicam,unknown
cimetidine,mesalazine,unknown
cimetidine,metformin,moderate
cimetidine,methotrexate,unknown
cimetidine,methylprednisolone,unknown
cimetidine,metronidazole,minor
cimetidine,mupirocin,unknown
cimetidine,nifedipine,moderate
cimetidine,nimodipine,moderate
cimetidine,ofloxacin,unknown
cimetidine,ondansetron,unknown
cimetidine,oxaliplatin,unknown
cimetidine,paclitaxel,moderate
cimetidine,palbociclib,moderate
cimetidine,phenobarbital,minor
cimetidine,piperacillin,unknown
cimetidine,piroxicam,minor
cimetidine,potassium chloride,unknown
cimetidine,prednisolone,unknown
cimetidine,prednisone,unknown
cimetidine,pregabalin,unknown
cimetidine,promethazine,unknown
cimetidine,propofol,unknown
cimetidine,ribociclib,moderate
cimetidine,rifampicin,unknown
cimetidine,risperidone,minor
cimetidine,ritonavir,unknown
cimetidine,rivaroxaban,moderate
cimetidine,simvastatin,moderate
cimetidine,sodium bicarbonate,minor
cimetidine,sucralfate,unknown
cimetidine,sulfasalazine,unknown
cimetidine,tacrolimus,moderate
cimetidine,timolol,moderate
cimetidine,topiramate,unknown
cimetidine,tretinoin,unknown
cimetidine,triamcinolone,unknown
cimetidine,valsartan,unknown
cimetidine,voriconazole,minor
cimetidine,zanubrutinib,moderate
cimetidine,zidovudine,minor
cimetidine,zonisamide,moderate
ciprofloxacin,cisplatin,minor
ciprofloxacin,clarithromycin,moderate
ciprofloxacin,clotrimazole,unknown
ciprofloxacin,crizotinib,major
ciprofloxacin,cyanocobalamin,unknown
ciprofloxacin,cyclophosphamide,minor
ciprofloxacin,dasatinib,moderate
ciprofloxacin,dexamethasone,major
ciprofloxacin,diclofenac,moderate
ciprofloxacin,docetaxel,moderate
ciprofloxacin,empagliflozin,moderate
ciprofloxacin,enzalutamide,moderate
ciprofloxacin,epinephrine,unknown
ciprofloxacin,erythromycin,moderate
ciprofloxacin,ethinylestradiol,moderate
ciprofloxacin,exemestane,unknown
ciprofloxacin,famotidine,moderate
ciprofloxacin,ferrous fumarate,moderate
ciprofloxacin,ferrous gluconate,moderate
ciprofloxacin,fluconazole,moderate
ciprofloxacin,fluorouracil,minor
ciprofloxacin,fluticasone,moderate
ciprofloxacin,folic acid,unknown
ciprofloxacin,hydrocortisone,major
ciprofloxacin,ibrutinib,major
ciprofloxacin,ibuprofen,moderate
ciprofloxacin,insulin glargine,major
ciprofloxacin,insulin lispro,major
ciprofloxacin,iohexol,major
ciprofloxacin,iopamidol,major
ciprofloxacin,ketoconazole,moderate
ciprofloxacin,lansoprazole,unknown
ciprofloxacin,leflunomide,unknown
ciprofloxacin,lenalidomide,unknown
ciprofloxacin,lidocaine,unknown
ciprofloxacin,lixisenatide,moderate
ciprofloxacin,lorlatinib,moderate
ciprofloxacin,magaldrate,moderate
ciprofloxacin,magnesium carbonate,moderate
ciprofloxacin,magnesium hydroxide,moderate
ciprofloxacin,mesalazine,unknown
ciprofloxacin,metformin,moderate
ciprofloxacin,methotrexate,moderate
ciprofloxacin,methylprednisolone,major
ciprofloxacin,metronidazole,minor
ciprofloxacin,minoxidil,unknown
ciprofloxacin,mupirocin,unknown
ciprofloxacin,nystatin,unknown
ciprofloxacin,ondansetron,moderate
ciprofloxacin,oxaliplatin,moderate
ciprofloxacin,oxytocin,moderate
ciprofloxacin,paclitaxel,minor
ciprofloxacin,palbociclib,moderate
ciprofloxacin,pomalidomide,moderate
ciprofloxacin,potassium chloride,unknown
ciprofloxacin,prednisolone,major
ciprofloxacin,prednisone,major
ciprofloxacin,promethazine,moderate
ciprofloxacin,ribociclib,major
ciprofloxacin,simvastatin,moderate
ciprofloxacin,sodium bicarbonate,moderate
ciprofloxacin,sodium citrate,moderate
ciprofloxacin,sucralfate,moderate
ciprofloxacin,sulfasalazine,unknown
ciprofloxacin,tacrolimus,moderate
ciprofloxacin,tretinoin,minor
ciprofloxacin,triamcinolone,major
ciprofloxacin,vilanterol,moderate
ciprofloxacin,zinc sulfate,moderate
cisplatin,cladribine,major
cisplatin,clarithromycin,unknown
cisplatin,clotrimazole,unknown
cisplatin,clozapine,major
cisplatin,crizotinib,moderate
cisplatin,cyanocobalamin,unknown
cisplatin,cyclophosphamide,moderate
cisplatin,decitabine,moderate
cisplatin,deferasirox,major
cisplatin,deferiprone,major
cisplatin,dexamethasone,moderate
cisplatin,diclofenac,unknown
cisplatin,digoxin,unknown
cisplatin,docetaxel,moderate
cisplatin,epinephrine,unknown
cisplatin,erythromycin,unknown
cisplatin,estazolam,unknown
cisplatin,etanercept,major
cisplatin,everolimus,major
cisplatin,famotidine,unknown
cisplatin,fenofibrate,unknown
cisplatin,fluconazole,unknown
cisplatin,fluorouracil,moderate
cisplatin,fluticasone,unknown
cisplatin,folic acid,unknown
cisplatin,furosemide,moderate
cisplatin,golimumab,major
cisplatin,hydrochlorothiazide,unknown
cisplatin,hydrocortisone,moderate
cisplatin,ibuprofen,unknown
cisplatin,infliximab,major
cisplatin,iodixanol,major
cisplatin,iohexol,major
cisplatin,iopamidol,major
cisplatin,iopromide,major
cisplatin,irbesartan,unknown
cisplatin,isoniazid,moderate
cisplatin,isosorbide dinitrate,unknown
cisplatin,isosorbide mononitrate,unknown
cisplatin,ketoprofen,unknown
cisplatin,lamivudine,unknown
cisplatin,lansoprazole,moderate
cisplatin,latanoprost,unknown
cisplatin,leflunomide,major
cisplatin,levodopa,moderate
cisplatin,lidocaine,unknown
cisplatin,linezolid,moderate
cisplatin,lithium carbonate,minor
cisplatin,lovastatin,moderate
cisplatin,mefenamic acid,unknown
cisplatin,meloxicam,unknown
cisplatin,mesalazine,moderate
cisplatin,metformin,unknown
cisplatin,methotrexate,moderate
cisplatin,methylprednisolone,moderate
cisplatin,metronidazole,moderate
cisplatin,nifedipine,unknown
cisplatin,nystatin,unknown
cisplatin,ofloxacin,minor
cisplatin,ondansetron,unknown
cisplatin,oxaliplatin,moderate
cisplatin,paclitaxel,moderate
cisplatin,paliperidone,moderate
cisplatin,piperacillin,unknown
cisplatin,piroxicam,unknown
cisplatin,pomalidomide,moderate
cisplatin,potassium chloride,unknown
cisplatin,prednisolone,moderate
cisplatin,prednisone,moderate
cisplatin,pregabalin,unknown
cisplatin,promethazine,unknown
cisplatin,propofol,unknown
cisplatin,risperidone,moderate
cisplatin,ritonavir,unknown
cisplatin,simvastatin,moderate
cisplatin,sodium bicarbonate,unknown
cisplatin,sucralfate,unknown
cisplatin,sulfasalazine,moderate
cisplatin,tacrolimus,major
cisplatin,timolol,unknown
cisplatin,tobramycin,moderate
cisplatin,topiramate,unknown
cisplatin,tretinoin,unknown
cisplatin,triamcinolone,moderate
cisplatin,trimethoprim,unknown
cisplatin,ustekinumab,moderate
cisplatin,valsartan,unknown
cisplatin,voriconazole,unknown
cisplatin,zidovudine,moderate
cladribine,clozapine,major
cladribine,cyclophosphamide,major
cladribine,dasatinib,major
cladribine,decitabine,major
cladribine,deferiprone,major
cladribine,dexamethasone,major
cladribine,dienogest,moderate
cladribine,docetaxel,major
cladribine,drospirenone,moderate
cladribine,enzalutamide,moderate
cladribine,etanercept,major
cladribine,ethinylestradiol,moderate
cladribine,etonogestrel,moderate
cladribine,everolimus,major
cladribine,fluorouracil,major
cladribine,fluticasone,major
cladribine,golimumab,major
cladribine,guselkumab,major
cladribine,hydrocortisone,major
cladribine,ibrutinib,major
cladribine,infliximab,major
cladribine,interferon beta-1a,moderate
cladribine,ixekizumab,major
cladribine,lamivudine,moderate
cladribine,leflunomide,major
cladribine,lenalidomide,major
cladribine,levonorgestrel,moderate
cladribine,linezolid,major
cladribine,lorlatinib,moderate
cladribine,medroxyprogesterone acetate,moderate
cladribine,methotrexate,major
cladribine,methylprednisolone,major
cladribine,mycophenolate mofetil,major
cladribine,nifedipine,moderate
cladribine,nimodipine,moderate
cladribine,norethisterone,moderate
cladribine,oxaliplatin,major
cladribine,paclitaxel,major
cladribine,palbociclib,major
cladribine,pomalidomide,major
cladribine,prednisolone,major
cladribine,prednisone,major
cladribine,ribociclib,major
cladribine,rifampicin,moderate
cladribine,rifapentine,moderate
cladribine,ritonavir,moderate
cladribine,rituximab,major
cladribine,secukinumab,major
cladribine,selinexor,major
cladribine,tacrolimus,major
cladribine,tolvaptan,moderate
cladribine,triamcinolone,major
cladribine,trifluridine,major
cladribine,ustekinumab,major
cladribine,vedolizumab,major
cladribine,zanubrutinib,major
cladribine,zidovudine,major
clarithromycin,clotrimazole,unknown
clarithromycin,clozapine,moderate
clarithromycin,crizotinib,major
clarithromycin,cyanocobalamin,unknown
clarithromycin,cyclophosphamide,unknown
clarithromycin,dasatinib,major
clarithromycin,deferasirox,moderate
clarithromycin,dexamethasone,moderate
clarithromycin,diclofenac,unknown
clarithromycin,digoxin,major
clarithromycin,docetaxel,major
clarithromycin,drospirenone,major
clarithromycin,dutasteride,moderate
clarithromycin,efavirenz,moderate
clarithromycin,empagliflozin,moderate
clarithromycin,entacapone,unknown
clarithromycin,enzalutamide,moderate
clarithromycin,epinephrine,unknown
